sku_id,title,category,sub_category,brand,gender,price,rating,occasion_tags,style_tags,color,fabric,description
SKU-ACC-3421,Titan Beige Men's Leather Bags,accessories,Bags,Titan,Men,4699,4.6,Ethnic,Classic,Beige,Leather,"Titan beige bags crafted from premium leather for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for ethnic occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2414,Forever 21 Black Women's Leather Flats,footwear,Flats,Forever 21,Women,849,4.9,Party;Formal,Classic;Vibrant,Black,Leather,"Forever 21 black flats crafted from premium leather for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party, formal occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3220,Tokyo Talkies Lavender Women's Leather Belts,accessories,Belts,Tokyo Talkies,Women,1199,4.1,Beach;Casual,Minimalist;Classic,Lavender,Leather,"Tokyo Talkies lavender belts crafted from premium leather for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for beach, casual occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1544,HRX by Hrithik Roshan Beige Men's Cotton T-Shirts,topwear,T-Shirts,HRX by Hrithik Roshan,Men,449,4.7,Ethnic;Gym,Classic,Beige,Cotton,"HRX by Hrithik Roshan beige t-shirts crafted from premium cotton for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for ethnic, gym occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2761,Tokyo Talkies Olive Green Women's Leather Flats,footwear,Flats,Tokyo Talkies,Women,1649,4.8,Casual,Classic;Minimalist,Olive Green,Leather,"Tokyo Talkies olive green flats crafted from premium leather for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for casual occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3217,Mango Sky Blue Women's Leather Watches,accessories,Watches,Mango,Women,1749,4.0,Casual,Classic;Minimalist,Sky Blue,Leather,"Mango sky blue watches crafted from premium leather for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for casual occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1495,HIGHLANDER Olive Green Men's Polyester T-Shirts,topwear,T-Shirts,HIGHLANDER,Men,1349,4.7,Ethnic,Pastel,Olive Green,Polyester,"HIGHLANDER olive green t-shirts crafted from premium polyester for men. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for ethnic occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1366,Sangria Beige Women's Linen Kurtas,topwear,Kurtas,Sangria,Women,1799,4.1,Ethnic;Beach,Vibrant,Beige,Linen,"Sangria beige kurtas crafted from premium linen for women. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for ethnic, beach occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3259,Anouk Pastel Pink Women's Polyester Earrings,accessories,Earrings,Anouk,Women,1349,3.3,Ethnic,Minimalist,Pastel Pink,Polyester,"Anouk pastel pink earrings crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for ethnic occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2551,Fossil Mustard Yellow Women's Cotton Sneakers,footwear,Sneakers,Fossil,Women,3599,4.2,Party,Streetwear,Mustard Yellow,Cotton,"Fossil mustard yellow sneakers crafted from premium cotton for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for party occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1274,Puma Pastel Pink Men's Polyester Blazers,topwear,Blazers,Puma,Men,4849,4.2,Party,Classic;Minimalist,Pastel Pink,Polyester,"Puma pastel pink blazers crafted from premium polyester for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1789,DressBerry Olive Green Women's Silk Palazzos,bottomwear,Palazzos,DressBerry,Women,1749,4.2,Ethnic,Pastel,Olive Green,Silk,"DressBerry olive green palazzos crafted from premium silk for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for ethnic occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1072,HIGHLANDER Mustard Yellow Men's Linen Shirts,topwear,Shirts,HIGHLANDER,Men,1449,4.7,Gym,Pastel,Mustard Yellow,Linen,"HIGHLANDER mustard yellow shirts crafted from premium linen for men. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for gym occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2243,Mango Charcoal Grey Women's Polyester Skirts,bottomwear,Skirts,Mango,Women,1999,4.0,Formal,Pastel,Charcoal Grey,Polyester,"Mango charcoal grey skirts crafted from premium polyester for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for formal occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2812,Puma Tan Brown Women's Leather Flats,footwear,Flats,Puma,Women,699,4.3,Party,Pastel,Tan Brown,Leather,"Puma tan brown flats crafted from premium leather for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1064,Louis Philippe Pastel Pink Men's Cotton Blazers,topwear,Blazers,Louis Philippe,Men,6749,3.8,Party;Ethnic,Classic;Streetwear,Pastel Pink,Cotton,"Louis Philippe pastel pink blazers crafted from premium cotton for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party, ethnic occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1395,Carlton London Pastel Pink Women's Cotton Crop Tops,topwear,Crop Tops,Carlton London,Women,1449,4.6,Party,Minimalist;Vibrant,Pastel Pink,Cotton,"Carlton London pastel pink crop tops crafted from premium cotton for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2205,Tommy Hilfiger Black Men's Denim Jeans,bottomwear,Jeans,Tommy Hilfiger,Men,3899,4.2,Formal;Casual,Minimalist,Black,Denim,"Tommy Hilfiger black jeans crafted from premium denim for men. Features a clean tailored silhouette with subtle contemporary accents. Ideal for formal, casual occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1344,DressBerry Tan Brown Women's Silk Shirts,topwear,Shirts,DressBerry,Women,2649,4.0,Casual,Pastel,Tan Brown,Silk,"DressBerry tan brown shirts crafted from premium silk for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for casual occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2375,Bata Tan Brown Women's Leather Heels,footwear,Heels,Bata,Women,3349,4.7,Casual,Streetwear,Tan Brown,Leather,"Bata tan brown heels crafted from premium leather for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for casual occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2381,Carlton London White Women's Leather Flats,footwear,Flats,Carlton London,Women,2049,4.4,Party,Minimalist,White,Leather,"Carlton London white flats crafted from premium leather for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1501,Mango Cream Women's Polyester Crop Tops,topwear,Crop Tops,Mango,Women,849,4.5,Casual,Vibrant;Minimalist,Cream,Polyester,"Mango cream crop tops crafted from premium polyester for women. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for casual occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2673,HRX by Hrithik Roshan Navy Blue Men's Leather Boots,footwear,Boots,HRX by Hrithik Roshan,Men,6899,4.1,Casual,Minimalist,Navy Blue,Leather,"HRX by Hrithik Roshan navy blue boots crafted from premium leather for men. Features a clean tailored silhouette with subtle contemporary accents. Ideal for casual occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1678,Fossil Pastel Pink Men's Denim Jeans,bottomwear,Jeans,Fossil,Men,3449,4.8,Ethnic;Party,Pastel;Classic,Pastel Pink,Denim,"Fossil pastel pink jeans crafted from premium denim for men. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for ethnic, party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2028,DressBerry Cream Women's Denim Jeans,bottomwear,Jeans,DressBerry,Women,3599,4.2,Ethnic,Pastel;Streetwear,Cream,Denim,"DressBerry cream jeans crafted from premium denim for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for ethnic occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-2887,Puma Sky Blue Men's Polyester Watches,accessories,Watches,Puma,Men,5399,3.9,Gym,Streetwear;Pastel,Sky Blue,Polyester,"Puma sky blue watches crafted from premium polyester for men. Features a urban relaxed drape engineered with durable modern textures. Ideal for gym occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3466,Nike Mint Green Men's Polyester Sunglasses,accessories,Sunglasses,Nike,Men,1499,4.5,Gym,Minimalist,Mint Green,Polyester,"Nike mint green sunglasses crafted from premium polyester for men. Features a clean tailored silhouette with subtle contemporary accents. Ideal for gym occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1273,Puma Sky Blue Men's Silk Kurtas,topwear,Kurtas,Puma,Men,3249,4.6,Beach,Streetwear,Sky Blue,Silk,"Puma sky blue kurtas crafted from premium silk for men. Features a urban relaxed drape engineered with durable modern textures. Ideal for beach occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3474,VERO MODA Cream Women's Leather Watches,accessories,Watches,VERO MODA,Women,2349,3.7,Party,Classic,Cream,Leather,"VERO MODA cream watches crafted from premium leather for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1206,Puma White Men's Cotton Shirts,topwear,Shirts,Puma,Men,2399,3.9,Formal;Casual,Streetwear;Classic,White,Cotton,"Puma white shirts crafted from premium cotton for men. Features a urban relaxed drape engineered with durable modern textures. Ideal for formal, casual occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1734,HIGHLANDER Charcoal Grey Men's Cotton Trousers,bottomwear,Trousers,HIGHLANDER,Men,3449,3.6,Formal,Streetwear,Charcoal Grey,Cotton,"HIGHLANDER charcoal grey trousers crafted from premium cotton for men. Features a urban relaxed drape engineered with durable modern textures. Ideal for formal occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1153,Anouk Lavender Women's Cotton Blouses,topwear,Blouses,Anouk,Women,899,4.0,Casual;Beach,Classic;Minimalist,Lavender,Cotton,"Anouk lavender blouses crafted from premium cotton for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for casual, beach occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3371,Bata Olive Green Women's Cotton Bags,accessories,Bags,Bata,Women,2299,4.1,Ethnic,Streetwear,Olive Green,Cotton,"Bata olive green bags crafted from premium cotton for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for ethnic occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1558,Carlton London Navy Blue Women's Cotton Blouses,topwear,Blouses,Carlton London,Women,1849,4.0,Ethnic,Classic,Navy Blue,Cotton,"Carlton London navy blue blouses crafted from premium cotton for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for ethnic occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1378,ONLY Cream Women's Polyester Blouses,topwear,Blouses,ONLY,Women,2149,4.3,Beach,Vibrant,Cream,Polyester,"ONLY cream blouses crafted from premium polyester for women. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for beach occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1536,DressBerry Black Women's Polyester Blazers,topwear,Blazers,DressBerry,Women,7799,4.2,Beach,Minimalist,Black,Polyester,"DressBerry black blazers crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for beach occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1974,Titan Charcoal Grey Men's Cotton Chinos,bottomwear,Chinos,Titan,Men,1949,4.0,Ethnic;Gym,Streetwear,Charcoal Grey,Cotton,"Titan charcoal grey chinos crafted from premium cotton for men. Features a urban relaxed drape engineered with durable modern textures. Ideal for ethnic, gym occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2001,Mango Olive Green Women's Cotton Skirts,bottomwear,Skirts,Mango,Women,999,4.7,Party,Pastel,Olive Green,Cotton,"Mango olive green skirts crafted from premium cotton for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2873,ONLY Navy Blue Women's Polyester Boots,footwear,Boots,ONLY,Women,5149,4.1,Ethnic,Minimalist,Navy Blue,Polyester,"ONLY navy blue boots crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for ethnic occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1199,ONLY Pastel Pink Women's Polyester Crop Tops,topwear,Crop Tops,ONLY,Women,1549,4.2,Party,Pastel,Pastel Pink,Polyester,"ONLY pastel pink crop tops crafted from premium polyester for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1562,Mango Cream Women's Cotton Crop Tops,topwear,Crop Tops,Mango,Women,699,4.9,Party;Gym,Classic,Cream,Cotton,"Mango cream crop tops crafted from premium cotton for women. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party, gym occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1686,ONLY Pastel Pink Women's Polyester Palazzos,bottomwear,Palazzos,ONLY,Women,2199,4.4,Formal;Ethnic,Minimalist,Pastel Pink,Polyester,"ONLY pastel pink palazzos crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for formal, ethnic occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2214,Bata Pastel Pink Women's Cotton Chinos,bottomwear,Chinos,Bata,Women,3299,4.5,Ethnic,Streetwear,Pastel Pink,Cotton,"Bata pastel pink chinos crafted from premium cotton for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for ethnic occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1591,Converse Tan Brown Unisex Polyester T-Shirts,topwear,T-Shirts,Converse,Unisex,1299,4.2,Party;Casual,Classic,Tan Brown,Polyester,"Converse tan brown t-shirts crafted from premium polyester for all genders. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party, casual occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1520,Mango Black Women's Polyester Crop Tops,topwear,Crop Tops,Mango,Women,899,4.5,Party,Pastel,Black,Polyester,"Mango black crop tops crafted from premium polyester for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1309,ONLY Navy Blue Women's Linen Kurtas,topwear,Kurtas,ONLY,Women,2649,4.4,Formal,Pastel,Navy Blue,Linen,"ONLY navy blue kurtas crafted from premium linen for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for formal occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1605,Nike Pastel Pink Men's Silk Shirts,topwear,Shirts,Nike,Men,1299,4.3,Party;Formal,Vibrant,Pastel Pink,Silk,"Nike pastel pink shirts crafted from premium silk for men. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for party, formal occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3155,Tokyo Talkies Beige Women's Polyester Belts,accessories,Belts,Tokyo Talkies,Women,699,3.8,Party,Minimalist,Beige,Polyester,"Tokyo Talkies beige belts crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3260,Tokyo Talkies Beige Women's Polyester Watches,accessories,Watches,Tokyo Talkies,Women,5499,4.3,Party;Beach,Minimalist,Beige,Polyester,"Tokyo Talkies beige watches crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party, beach occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1060,Bata Olive Green Women's Cotton T-Shirts,topwear,T-Shirts,Bata,Women,1349,4.5,Party;Formal,Minimalist,Olive Green,Cotton,"Bata olive green t-shirts crafted from premium cotton for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party, formal occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1584,ONLY Burgundy Women's Polyester Blazers,topwear,Blazers,ONLY,Women,2749,4.9,Casual,Streetwear,Burgundy,Polyester,"ONLY burgundy blazers crafted from premium polyester for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for casual occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1860,Puma White Women's Denim Jeans,bottomwear,Jeans,Puma,Women,1649,4.4,Gym,Minimalist,White,Denim,"Puma white jeans crafted from premium denim for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for gym occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1208,Anouk Burgundy Women's Polyester Blouses,topwear,Blouses,Anouk,Women,999,4.4,Party;Formal,Pastel;Vibrant,Burgundy,Polyester,"Anouk burgundy blouses crafted from premium polyester for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for party, formal occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3018,Fossil Tan Brown Women's Leather Bags,accessories,Bags,Fossil,Women,1399,3.5,Beach,Vibrant,Tan Brown,Leather,"Fossil tan brown bags crafted from premium leather for women. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for beach occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1870,Roadster Terracotta Men's Polyester Trousers,bottomwear,Trousers,Roadster,Men,1349,4.9,Party;Ethnic,Classic,Terracotta,Polyester,"Roadster terracotta trousers crafted from premium polyester for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party, ethnic occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1786,Fossil Sky Blue Women's Silk Palazzos,bottomwear,Palazzos,Fossil,Women,1799,4.6,Beach,Streetwear;Classic,Sky Blue,Silk,"Fossil sky blue palazzos crafted from premium silk for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for beach occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1907,Anouk Mint Green Women's Polyester Skirts,bottomwear,Skirts,Anouk,Women,1849,3.7,Party,Minimalist,Mint Green,Polyester,"Anouk mint green skirts crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3428,WROGN Sky Blue Men's Leather Watches,accessories,Watches,WROGN,Men,2999,4.2,Gym,Classic;Minimalist,Sky Blue,Leather,"WROGN sky blue watches crafted from premium leather for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for gym occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1793,Carlton London Burgundy Women's Cotton Palazzos,bottomwear,Palazzos,Carlton London,Women,2099,4.3,Ethnic,Streetwear,Burgundy,Cotton,"Carlton London burgundy palazzos crafted from premium cotton for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for ethnic occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1832,HRX by Hrithik Roshan Maroon Men's Cotton Chinos,bottomwear,Chinos,HRX by Hrithik Roshan,Men,3149,3.9,Party,Classic,Maroon,Cotton,"HRX by Hrithik Roshan maroon chinos crafted from premium cotton for men. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1163,Bata Pastel Pink Women's Polyester Crop Tops,topwear,Crop Tops,Bata,Women,1449,4.6,Formal;Casual,Streetwear;Minimalist,Pastel Pink,Polyester,"Bata pastel pink crop tops crafted from premium polyester for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for formal, casual occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2308,Anouk Terracotta Women's Leather Boots,footwear,Boots,Anouk,Women,3349,4.2,Formal;Gym,Minimalist,Terracotta,Leather,"Anouk terracotta boots crafted from premium leather for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for formal, gym occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1527,Tommy Hilfiger Navy Blue Men's Polyester T-Shirts,topwear,T-Shirts,Tommy Hilfiger,Men,1549,3.6,Ethnic;Beach,Streetwear,Navy Blue,Polyester,"Tommy Hilfiger navy blue t-shirts crafted from premium polyester for men. Features a urban relaxed drape engineered with durable modern textures. Ideal for ethnic, beach occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2577,Nike Beige Men's Polyester Boots,footwear,Boots,Nike,Men,5949,3.6,Ethnic,Pastel;Minimalist,Beige,Polyester,"Nike beige boots crafted from premium polyester for men. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for ethnic occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1257,Anouk Sky Blue Women's Polyester Blouses,topwear,Blouses,Anouk,Women,1199,4.6,Gym;Beach,Vibrant;Pastel,Sky Blue,Polyester,"Anouk sky blue blouses crafted from premium polyester for women. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for gym, beach occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1507,ONLY Burgundy Women's Polyester Crop Tops,topwear,Crop Tops,ONLY,Women,1699,4.0,Ethnic;Formal,Vibrant,Burgundy,Polyester,"ONLY burgundy crop tops crafted from premium polyester for women. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for ethnic, formal occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-2957,Bata Maroon Women's Polyester Earrings,accessories,Earrings,Bata,Women,549,3.5,Party,Minimalist;Pastel,Maroon,Polyester,"Bata maroon earrings crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for party occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3121,Anouk Maroon Women's Leather Bags,accessories,Bags,Anouk,Women,4849,4.9,Formal;Gym,Pastel,Maroon,Leather,"Anouk maroon bags crafted from premium leather for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for formal, gym occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3229,Mast & Harbour White Men's Leather Belts,accessories,Belts,Mast & Harbour,Men,1749,3.5,Casual;Ethnic,Vibrant;Minimalist,White,Leather,"Mast & Harbour white belts crafted from premium leather for men. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for casual, ethnic occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3165,Casio Cream Unisex Leather Bags,accessories,Bags,Casio,Unisex,2899,4.8,Ethnic,Minimalist;Streetwear,Cream,Leather,"Casio cream bags crafted from premium leather for all genders. Features a clean tailored silhouette with subtle contemporary accents. Ideal for ethnic occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-1863,Puma Sky Blue Women's Cotton Skirts,bottomwear,Skirts,Puma,Women,2299,4.7,Party,Vibrant,Sky Blue,Cotton,"Puma sky blue skirts crafted from premium cotton for women. Features a eye-catching high-energy color palette suited for expressive moods. Ideal for party occasions. Styled in a vibrant aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2676,Carlton London Burgundy Women's Polyester Heels,footwear,Heels,Carlton London,Women,3399,4.1,Casual,Streetwear;Vibrant,Burgundy,Polyester,"Carlton London burgundy heels crafted from premium polyester for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for casual occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1021,Fossil Terracotta Men's Linen Shirts,topwear,Shirts,Fossil,Men,2449,4.7,Gym,Minimalist,Terracotta,Linen,"Fossil terracotta shirts crafted from premium linen for men. Features a clean tailored silhouette with subtle contemporary accents. Ideal for gym occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2405,Carlton London Terracotta Women's Polyester Heels,footwear,Heels,Carlton London,Women,1449,4.5,Gym,Minimalist,Terracotta,Polyester,"Carlton London terracotta heels crafted from premium polyester for women. Features a clean tailored silhouette with subtle contemporary accents. Ideal for gym occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1440,Roadster Lavender Men's Linen Kurtas,topwear,Kurtas,Roadster,Men,2299,4.2,Beach,Minimalist;Pastel,Lavender,Linen,"Roadster lavender kurtas crafted from premium linen for men. Features a clean tailored silhouette with subtle contemporary accents. Ideal for beach occasions. Styled in a minimalist aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-BOT-2088,Mango Tan Brown Women's Silk Skirts,bottomwear,Skirts,Mango,Women,1949,4.3,Beach,Pastel,Tan Brown,Silk,"Mango tan brown skirts crafted from premium silk for women. Features a soft muted hues providing a calm, breezy and sophisticated aesthetic. Ideal for beach occasions. Styled in a pastel aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-TOP-1382,Bata Olive Green Women's Linen Kurtas,topwear,Kurtas,Bata,Women,2949,4.0,Ethnic,Streetwear;Minimalist,Olive Green,Linen,"Bata olive green kurtas crafted from premium linen for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for ethnic occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-ACC-3109,Lavie Sport Black Unisex Polyester Sunglasses,accessories,Sunglasses,Lavie Sport,Unisex,1199,4.1,Party,Classic;Streetwear,Black,Polyester,"Lavie Sport black sunglasses crafted from premium polyester for all genders. Features a timeless quintessential design crafted for versatile everyday elegance. Ideal for party occasions. Styled in a classic aesthetic, offering both all-day comfort and trend-forward appeal."
SKU-FOO-2262,Sangria Cream Women's Leather Heels,footwear,Heels,Sangria,Women,3249,4.2,Gym,Streetwear,Cream,Leather,"Sangria cream heels crafted from premium leather for women. Features a urban relaxed drape engineered with durable modern textures. Ideal for gym occasions. Styled in a streetwear aesthetic, offering both all-day comfort and trend-forward appeal."
